,ampl total power alpha,ampl total power beta,ampl total power delta,ampl total power gamma,ampl total power theta,approx entropy,betw cen e-icoh alpha,betw cen e-icoh delta,betw cen e-plv alpha,betw cen e-plv beta,betw cen e-plv delta,betw cen s-lcoh alpha,betw cen s-lps beta,betw cen s-lps delta,betw cen s-lps theta,clust coef e-icoh delta,clust coef e-plv beta,clust coef e-plv delta,clust coef e-wpli delta,clust coef s-lcoh alpha,clust coef s-lps alpha,clust coef s-lps theta,correlation dimension,dfa exponent delta,higuchi fractal dim,hjorth activity,hjorth complexity,hjorth mobility,katz fractal dim,kurtosis ampl beta,kurtosis ampl delta,kurtosis ampl gamma,kurtosis ampl theta,life time alpha,life time beta,life time delta,life time gamma,lyapunov exponent,lzc exhaustive,lzc primitive,mean ampl alpha,mean ampl beta,mean ampl delta,mean ampl gamma,mean ampl theta,microstate A,microstate B,microstate C,microstate D,microstate E,mod index alpha-beta,mod index beta-gamma,mod index delta-alpha,mod index delta-beta,mod index delta-theta,mod index theta-beta,mod index theta-gamma,node str e-icoh delta,node str e-plv alpha,node str e-plv beta,node str e-plv delta,node str e-plv gamma,node str e-wpli delta,node str s-lcoh alpha,node str s-lps alpha,node str s-lps theta,permutation entropy,range asymmetry alpha,range asymmetry beta,range asymmetry delta,range asymmetry gamma,range coef var beta,range coef var delta,range coef var gamma,range coef var theta,relative ampl beta,relative ampl delta,relative ampl gamma,relative ampl theta,rqa determinism,rqa entropy,rqa laminarity,rqa max diagonal,rqa max vertical,rqa mean diagonal,rqa rte,rqa trapping time,sample entropy,skewness ampl alpha,skewness ampl beta,skewness ampl delta,source ampl alpha,source ampl beta,source ampl delta,source ampl gamma,source ampl theta,spectral entropy beta,spectral entropy delta,spectral entropy gamma,spectral entropy theta,std ampl alpha,std ampl beta,std ampl delta,std ampl gamma,std ampl theta,waiting time beta,waiting time delta,waiting time gamma
node str e-plv alpha,6.071753141115922e-08,0.015660631473508137,0.12264926369298021,0.21007396991533991,2.0475209142267195e-06,0.04263665212653993,0.07923961346116758,0.8766080121946908,0.0018892435389030698,0.5668016782440022,0.15430747448410528,0.0780109095525304,0.13894461893258256,0.35437117086943903,0.7308498996990973,0.8899726633361904,0.07439698197159637,0.3840413496341605,0.475012110271143,7.755853568407315e-05,7.715138703925201e-08,4.907953263994825e-05,0.08402968524435335,0.9802172976303349,0.55027908639935,3.360129263131181e-07,0.2533988542858836,0.002444073896081877,0.0006581328680910353,0.1006751001424954,0.008827102908850696,0.6531427196279906,0.16768044791654835,0.045653973557356384,0.0002516243145661201,0.0740003519671677,9.55073683702288e-05,0.6306592305813792,2.269900386215841e-06,2.7118734541974394e-06,6.071753141115922e-08,0.015660631473508137,0.12492356891790239,0.21007396991533991,2.0475209142267195e-06,0.00033113166862707707,0.0012504558777169758,0.0024107276977745626,0.00922926515482971,0.07868933881859105,0.05165782815225418,0.8001314175186882,0.03129769041206071,0.4035165075303938,0.016295096951554844,6.096228827776315e-05,3.693940271281058e-05,0.7237703723151041,0.0,0.00868103548367921,0.4923143992967104,0.1847154875209781,0.35477797457608895,0.0021363507293428773,4.432016630128136e-07,3.32507090803343e-05,3.339955108083631e-08,0.0011069662897150506,0.0008349506542604685,0.27736545497388715,0.41395716078347866,0.0007311835640905044,0.3330495778339937,0.810791202588375,0.46206043305715305,0.00010611038754301104,2.9565854171855353e-05,1.0421893809429344e-08,0.08492519401520178,5.039459497166453e-06,8.527879442171174e-10,7.936320423551093e-05,0.0007433199172133936,1.535102369675157e-05,1.2594896786177061e-09,0.07096509477751431,0.021834601947196917,2.2787483463281738e-05,0.06135776440821986,0.7137467288448174,0.4391770540976274,0.002082089936787357,0.0004908292935139214,0.14714943040339482,0.0014085451865030456,0.021047241899565822,9.702515837004405e-05,2.2245659562166583e-05,1.0579675275869487e-08,0.10242120116434912,2.3177950094450843e-07,0.03959140281677182,0.078089606064033,0.22942067522646475,1.6149193298466434e-06,0.04952387283682631,0.8785765312246157,0.00023123186490342027
node str e-plv beta,0.559130015973244,0.09352238364198678,0.5116233929159745,0.730399061297229,0.45998568764451775,0.00024342768870782517,0.4805848828081163,0.19168858297103164,0.5775911781942086,0.6771897826226847,0.46736997709788974,0.10973142611752623,0.061492862060188905,0.1810744410038965,0.12481835804548837,0.06948897096905335,6.209575100280081e-15,0.15518667385513915,0.17826049201919023,0.5079286044391613,0.5063932061607572,0.42697163242175384,0.3978933677761919,0.6713578092921931,0.37197045728110945,0.5187781734833249,0.0635994178315299,0.04732999436134285,0.8668739015678436,0.9941685459993856,0.2937966777686646,0.7842724213161838,0.8089777672793118,0.28205316911729744,0.02125867250174493,0.4085324353863349,0.22679439881140093,0.37495178504947246,0.06403389365748294,0.06116267653838829,0.559130015973244,0.09352238364198678,0.517191475712002,0.730399061297229,0.45998568764451775,0.7538345751562652,0.6754364623967055,0.07507992958644093,0.7730562982656691,0.5145916573408843,0.42029670966786026,0.03807028901327568,0.1336206354243444,0.03481265482488009,0.0684229527634926,0.42152821252937667,0.3249216816745286,0.03279212676099865,0.00868103548367921,0.0,0.2460200666304334,0.04071727733727744,0.06829986462297838,0.20904204479944635,0.47890920735681386,0.4487310938793063,0.5837433248699017,0.8445111569848103,0.73336048291312,0.4958145246439726,0.46456344233753255,0.4356517760619737,0.8494659826991406,0.39031187889421004,0.6886686294273009,0.0025895261930569797,0.748185417571311,0.8523416575045495,0.5296402590508554,0.028108115886143523,0.9162004714638209,0.032063749268815875,0.09625573652028162,0.044458147524410185,0.8828771732909271,0.011063310079722808,0.050713033403486006,0.6600272545318844,0.10094391863848431,0.2994890780535936,0.9883161968094173,0.23108596774395507,0.021487454761334776,0.1524409503857052,0.4533427333247091,0.21089430770758844,0.003394431504251656,0.747580936877533,0.8555113139646304,0.522582509027428,0.5170536195285129,0.07649451146162466,0.5712657264554657,0.7300391583436705,0.4493700202563258,0.05982595950546218,0.7209178464272499,0.06083368538370726
node str e-plv delta,0.0472330500327309,0.00906562208126853,0.007092484298667036,0.3704567337114173,0.021487454761334776,0.891317187578035,0.7719558038540507,0.4438774448421653,0.6931775021078739,0.10502770668878252,2.67303237745442e-18,0.35853152136210764,0.14921437131712548,0.8743313195067329,0.8522586155409451,0.00020942245217273,0.020545992024969026,3.215817258680388e-73,1.1721239310886066e-05,0.4062853202778063,0.5970835627503694,0.4558517069267217,0.362241248309652,0.23962540370576005,0.061447976670145954,0.027619176586068446,0.7738297541767947,0.46047149297767476,0.0195399415189319,0.8477998287909538,0.81879865882766,0.09607228687972891,0.7332803926459874,0.7257246283526784,0.10711964183420504,0.2107151848871706,0.1732240120819567,0.03526513100906814,0.5815516179541408,0.5210936741240118,0.0472330500327309,0.00906562208126853,0.007187196201135046,0.3704567337114173,0.021487454761334776,0.37185608185935026,0.2748176433224488,0.9356890532982703,0.8214030868055937,0.9993002178499297,0.5727143549395669,0.5666777958978486,0.5429793636165255,0.8573056973054562,0.13099168210601903,0.4873895460727775,0.13907126976024875,0.006716770470191726,0.4923143992967104,0.2460200666304334,0.0,0.1509671209405097,0.0027492991614571395,0.41872957861419635,0.693964697268669,0.6408317905203349,0.1838462530569128,0.7634679626801445,0.6503050673609322,0.7011279986611727,0.19701578095682365,0.38722756376443546,0.19383128938793986,0.8608548719470983,0.8801925167774522,0.9122366540500392,0.5445345132392599,0.024997561545763665,0.15387902444228652,0.41417062324187226,0.024402457494814598,0.4638475365338779,0.22648561454816224,0.5827565859313935,0.026369169000917292,0.16503215331368254,0.3770531453064053,0.08750730792755029,0.825665303764388,0.24104110156760028,0.4394925969610337,0.23649312327959301,0.5045879486343178,0.36047154290900163,0.2705366935619996,0.2821255241694737,0.9811076688052973,0.5360434755123963,0.023761907164317145,0.14513450011388976,0.04517669803781666,0.007875741034559453,0.00578910407247892,0.3848583084378979,0.026599559886135663,0.12322464345300604,0.910612573713353,0.035024138877785625
node str e-plv gamma,0.051215990058913335,0.159302968689347,0.07127862787003564,0.5282457879181504,0.04337002144416949,0.4765952897449163,0.7210866043604209,0.6743558025902742,0.20764060562493572,0.1161372580364371,0.42363404192580323,0.7343346546452483,0.8105135009484192,0.05202232208032024,0.03403361757146938,0.9867895866434114,1.1547391904206337e-05,0.019718056088216824,0.8775511372621639,0.21273859869100414,0.018442931051951144,0.020017056020554917,0.1980233331748925,0.5235531433576974,0.8030089004013857,0.04083507893183742,0.14272959095716042,0.3266318292179212,0.030761871334163245,0.4192515774104312,0.8262450296408426,0.011593579385437683,0.59900573599846,0.06103883546028483,0.15887339495530167,0.07720063351508843,0.2784079996487932,0.10922683717414379,0.1429056014463512,0.09734046944753597,0.051215990058913335,0.159302968689347,0.07244933656005219,0.5282457879181504,0.04337002144416949,0.4939282114700082,0.7464932585778075,0.9810652264182793,0.04528180410861307,0.19738748534985795,0.4125255810576338,0.9784366294903161,0.27488820177500817,0.23674774129505582,0.5018694000073075,0.4641403336279585,0.16291660080534223,0.7388534557921942,0.1847154875209781,0.04071727733727744,0.1509671209405097,0.0,0.8159484579916287,0.32972463936184626,0.012973768227260103,0.008490063878328893,0.0008088038409729502,0.13674328554546025,0.5660289544722976,0.536640260381068,0.6290334258391852,0.987468074473816,0.4590149285117294,0.7427908559368744,0.43195516599179395,0.4106719072976629,0.5403335935094774,0.0007307320118321315,0.7307190243285675,0.3504070590392737,0.0002525256030454802,0.5755078091884307,0.27009482828871195,0.4551110793265142,0.00048019146217351624,0.10219456790941628,0.5275492466283247,7.774667808520619e-05,0.5578767612414378,0.7705746074479541,0.7303190777863283,0.09375483561454434,0.21928424843252206,0.09986091061106031,0.007760261786736786,0.07369659375457355,0.39530705627489715,0.5655965895423953,0.0006882717209709132,0.6294869603534721,0.038262774552995565,0.1259329073715073,0.07618045888200543,0.5182604989207227,0.046296469223412046,0.06762202709994616,0.13475522665025608,0.24188038277441912
node str e-wpli delta,0.9763593182376884,0.12030416937558701,0.8616485996551894,0.7439572873278506,0.8319644357161063,0.025103859635726138,0.12868357612653208,1.8057224936935998e-08,0.04785782170341128,0.08345217136452449,0.1767226274001746,0.26747827318383693,0.7266597269740013,0.19851467798736339,0.1511565156363164,1.7063767680286817e-53,0.006316257861974587,0.00010460927965407182,3.9096747059683194e-69,0.8121106962274713,0.9649584988636545,0.0002935217429760938,0.2640058622581508,0.34628885170155155,0.7593348353581824,0.8190052876425256,0.4784459390559552,0.06869438145749086,0.9675432765324334,0.7692330191727096,0.09127468694316199,0.48119599321546735,0.33979044528695335,0.6927665409830733,0.0006077852291958938,0.13220857107262166,0.0023463077985535707,0.02872367312047915,0.11638107232617953,0.12121989590293356,0.9763593182376884,0.12030416937558701,0.8585162752870825,0.7439572873278506,0.8319644357161063,0.22486424529962978,0.2866980498296574,0.8396036065357388,0.07685470617577703,0.8600818491348317,0.449657703512898,0.24800955391192092,0.35170372476876854,0.9055368626309677,0.40667746794578374,0.39735744307470167,0.5301287607830301,6.240935867400463e-61,0.35477797457608895,0.06829986462297838,0.0027492991614571395,0.8159484579916287,0.0,0.9907758220272487,0.9448879725193691,0.0007830895462248591,0.4483799018484499,0.1445711212096216,0.12029131017420674,0.8479247671003535,0.308899770090779,0.005429132239895533,0.508577608284457,0.12065177026599706,0.5672909142361089,0.02436783272901362,0.6418603886234688,0.7775780377912724,0.7888942507049195,0.1758488894454614,0.6865935338905156,0.1557339836334371,0.6945540683500392,0.9383317098607025,0.7357244336388231,0.18453784891095185,0.6733765265505605,0.3251844055575882,0.4322364761875811,0.5274796179833091,0.7260442084608746,0.8681706763425616,0.15325925312454428,0.46277481798262043,0.5261575549880915,0.4191901461508235,0.03431411968932015,0.6598345586896714,0.7893036188504114,0.8060536843293457,0.8754557620604241,0.08002776619887798,0.9741549983823719,0.8113271829880799,0.8836324740596646,0.00016473037821536,0.16335661733156678,0.00037821258503200906
node str s-lcoh alpha,1.7106183676667427e-10,0.037632663031342876,0.1617697573543049,0.16622904844097872,0.0003556496123212326,0.020408926395322814,0.4766613235614785,0.32251843459889795,0.34711038691520035,0.0633285461548167,0.9448630296722558,0.20972165048454058,0.6708920767197482,0.2525101197497637,0.8654932500383427,0.8070829874101786,0.6857719709003802,0.42131254856285905,0.9282728687353481,5.625375535314759e-93,2.266515828343419e-17,0.0012145103781855016,0.45953252537852773,0.9346535253958881,0.1352313433012248,2.3119013624809464e-08,0.045910817024765606,0.08740723549379997,0.0002504459005673732,0.15998889779341224,0.034854865148022066,0.9737735008345283,0.9866199661431638,1.1662597497306508e-07,0.1145995099673717,0.9199126027095964,0.05830404384685825,0.12136225015934939,0.00019585731554857196,0.00015752063222256884,1.7106183676667427e-10,0.037632663031342876,0.16262527960265744,0.16622904844097872,0.0003556496123212326,0.5260880191405582,0.9569100063185907,0.242893442284852,0.04856821222470583,0.0010577636872892407,0.5436859785249986,0.6118655747180496,0.00015495623634276452,0.029923241329050096,0.42297789950635123,0.08138844111342251,0.00028318591409441304,0.838191166725948,0.0021363507293428773,0.20904204479944635,0.41872957861419635,0.32972463936184626,0.9907758220272487,0.0,8.839637455812183e-15,0.0005503602545328495,3.302193239474329e-10,0.0015049875247118076,0.010032689582161816,0.28238890789287935,0.6359268147383741,0.6398799926321794,0.17178767814112525,0.2501203920073984,0.6943182979798115,0.002421087318877547,0.00010398968634898212,2.8531190167576846e-11,0.23181719743527093,0.0001693424649244212,4.7465519527472284e-11,0.003731959211380914,0.00020994475698110044,7.578323067370765e-07,2.3685570285563766e-11,0.294239563928766,0.027164079833042032,2.4275843824544532e-06,2.9584772312651406e-06,0.9392620347198085,0.09875402229878096,2.6210312151707563e-09,7.685589381407653e-06,0.9282306274772709,0.001356756517788762,0.008940602282759452,0.0019035011634179672,7.529721260249531e-05,3.32262599425232e-11,0.186641963985568,2.1065384898322714e-10,0.0439825300763939,0.11001634353284072,0.1839348129565122,0.00021455467564878295,0.67252216883091,0.6235782593984913,0.19326133785027994
node str s-lps alpha,4.250557692589689e-09,0.001833256677409112,0.14210023779700998,0.2003322163021156,0.0005940833202217072,0.02485995038245774,0.5176625203486558,0.9515989336081755,0.058873389365274614,0.6376302824614604,0.7846338068458545,0.026840262437586394,0.7422255319186718,0.17909325528939302,0.3473917672325273,0.6457141236653903,0.5073824084217613,0.3790170233455662,0.8034613175567118,7.396432479908e-21,3.672283062561096e-118,3.434278521152054e-06,0.9251475634411617,0.7478630087915092,0.49080399393077134,9.936529211451161e-07,0.04097466711359394,0.14445272658773986,7.66241919921051e-05,0.6341436331450271,0.025096761076843933,0.3049260054621468,0.16915789276489207,8.199371898205483e-05,0.0196719573296565,0.15620924818063062,0.014972648251270934,0.04267001348472618,0.00033200304109964006,0.00022818290352311655,4.250557692589689e-09,0.001833256677409112,0.14695448460983923,0.2003322163021156,0.0005940833202217072,0.029435958936212363,0.16930783323064663,0.02018537874320779,0.018675570760843814,0.0019003888805213958,0.9396003550610782,0.9775463347179518,0.0053995178115265755,0.679056875105555,0.6715906189118526,9.108596209340834e-05,5.793261118358515e-06,0.9958225405018946,4.432016630128136e-07,0.47890920735681386,0.693964697268669,0.012973768227260103,0.9448879725193691,8.839637455812183e-15,0.0,5.446711484564143e-07,9.774906793275427e-13,9.786304144599341e-06,1.9849216225278035e-05,0.32628933791143544,0.33012250558436473,0.29616385022229114,0.4734975793444297,0.5010214284209289,0.5356574967538323,0.0032587228206118137,0.0002564468109887957,3.081502911130707e-10,0.7997205664757705,4.667537041822568e-05,1.8873903531642153e-11,0.0020256431648190457,0.0013175117830494286,9.722073246345156e-06,1.1495602533428361e-11,0.05228037934230117,0.042625536522014736,9.54235626908879e-07,7.690338414127052e-05,0.10240986011744208,0.7675265313445871,9.13447065671247e-09,2.7293416706129568e-05,0.6680630320922627,0.00025845734220911865,0.0019234426742146566,0.0017112174442681085,0.00020838146099034824,3.419641012569156e-10,0.8252926724567027,5.890035269537609e-09,0.0037339489355028782,0.09564173217359656,0.22931687555446867,0.00035472097099233704,0.8745340695565574,0.5071888965260338,0.15814352629592743
node str s-lps theta,1.9750071326108925e-05,0.037040932036151865,0.00030588659996369575,0.3121900608652096,2.407113988057272e-05,0.0037732744561915586,0.8926501114947312,0.6094713866494651,0.4090842665745178,0.45668472600638677,0.8134947057668414,0.37162878259716003,0.9274268816775624,0.002937489585216912,0.03859295074449878,0.009492558178632385,0.2005396446011645,0.4924487767488559,0.0007888815901506915,0.000168333103555444,1.4685608702554927e-07,1.7795058391185714e-105,0.7427506445615832,0.7720389327398497,0.1307309840613435,6.528518922901292e-05,0.6761755166810797,3.118133880175327e-06,0.00191290454010783,0.7463321634600577,0.12233629627645305,0.593579085278416,0.7757847358236278,0.46691014251171625,0.009821945134021374,0.09507131355667368,0.0016842246091587434,0.7231723939041736,2.1479957493423868e-07,8.499265886866438e-08,1.9750071326108925e-05,0.037040932036151865,0.0003322212155005515,0.3121900608652096,2.407113988057272e-05,0.015372441997452066,0.0010267460218180374,0.02547322188849192,0.0003176837414828275,0.7586865806532437,0.7008914223762679,0.2659100211227306,0.07005630826801902,0.31534850662954345,0.670969862563926,0.01821280378102598,0.004116705514250871,0.010724572825762333,3.32507090803343e-05,0.4487310938793063,0.6408317905203349,0.008490063878328893,0.0007830895462248591,0.0005503602545328495,5.446711484564143e-07,0.0,1.538322708330989e-06,0.0025502121069709083,0.019281032975301773,0.0455630839438424,0.9289910006100145,0.009980031477671788,0.18081877798736892,0.945353401204491,0.199974295969473,9.185334644025814e-05,0.022097324119766133,1.0742080486084549e-06,0.0027954608676762647,4.444153293385285e-08,1.2224559406619722e-05,1.693341627619026e-07,3.8664395448264325e-05,5.7184981980633945e-06,2.052945358159111e-05,4.2653855858008406e-05,0.00016412434001670056,9.046152671777759e-08,0.6071313044868483,0.9605525188664829,0.5446759989342964,0.026940827007650322,0.01848652943608932,0.4036967409197263,0.0030062359016539302,7.397376527097402e-05,6.733006290644128e-05,0.023405260876759256,1.1563386373264458e-06,0.0027137623371237154,2.5003348155684252e-05,0.05995117150875226,0.00028882173163447846,0.30877269751030306,2.6030125371578977e-05,0.06389397717195523,0.612420930626959,0.00107310101133573
permutation entropy,3.391658862644257e-30,3.2802114483304318e-06,0.00012502694474235017,0.02753839606103885,5.004988385860513e-15,0.0025643592888668822,0.4751067919702314,0.7885275502154646,0.10008447361060803,0.1226966685297313,0.5662850682695182,0.0889594676996948,0.49581230348997807,0.44811402407023515,0.7178424607077625,0.6360407058698727,0.291002004269771,0.10842990719210836,0.9419688959412642,8.737792756059853e-13,1.6968899376577834e-13,2.86476038355216e-06,0.1645747766025732,0.7113276217748327,0.5020390844166731,4.270087259203558e-24,0.00157278670003166,1.8507795618737133e-05,5.471696037228587e-13,0.28059637818139305,8.025107977295102e-05,0.518467537048215,0.05161219966771995,1.469810857171253e-06,0.0005893737444690893,0.6890975812570741,1.6124869584505044e-06,0.002105302593577786,1.4415333798558313e-14,3.5347955942283506e-15,3.391658862644257e-30,3.2802114483304318e-06,0.00014099042928953723,0.02753839606103885,5.004988385860513e-15,0.002242447639490567,0.37102750515741534,0.021603893943488245,2.754721110276305e-07,1.4896280173336303e-07,0.023036726352762972,0.470246972933121,6.754535998370071e-07,0.2852246661328126,0.008542658203898825,2.9153655989658532e-08,1.3598972567841182e-10,0.9116886342307027,3.339955108083631e-08,0.5837433248699017,0.1838462530569128,0.0008088038409729502,0.4483799018484499,3.302193239474329e-10,9.774906793275427e-13,1.538322708330989e-06,0.0,4.339043954442484e-09,0.0024819059706811474,0.1558592861650226,0.4487310938793063,0.04134705236683507,0.04183702819541869,0.14626624455138984,0.053329513675614046,3.5096159009394455e-10,5.356236546430364e-11,6.618851553928671e-43,0.9928962590315062,8.275553660598134e-14,5.6358552798874666e-58,2.2324762601965352e-09,3.0354475711051096e-08,3.620688846947203e-12,2.3979559898908424e-57,0.00042442963012542405,0.0002107543353601217,1.0810101772040145e-21,7.809108162723462e-07,0.9251475634411617,0.01256853523834138,7.409732937442676e-15,7.570909594603404e-12,0.8022687222840765,9.351739931381096e-14,5.794190754134429e-07,8.46845820804436e-11,3.9326008628887446e-11,5.8487067082137315e-43,0.9045261388616324,7.306450439566461e-28,1.4032210672179228e-05,7.922890052753769e-05,0.030728115661794217,1.2718400735540643e-15,0.6838173480089895,0.8420754620992414,5.120301723686252e-05
range asymmetry alpha,5.101795149007523e-09,0.0008968211152925612,0.01995869350899611,0.24910740539005383,0.0002647537695306301,0.17912765067111472,0.2049430609027931,0.3477322581044231,0.46929380141117816,0.8266422545639737,0.6847357189986616,0.202648089537247,0.6686875903264241,0.5373400028578734,0.7056408996798359,0.5988947660198756,0.7816172406112526,0.59900573599846,0.5181914956060256,0.00016397315492400728,6.547490366766337e-06,0.0027392464982473512,0.3658250766151814,0.018011819248556216,0.3062131505680335,3.606221965578494e-07,0.0006032279918637679,0.016417744355523307,4.980697307204453e-05,0.056420221760085223,0.024106057949916347,0.6239407296062551,0.23027307970938435,0.01592101096262229,0.004078484742790411,0.05902281882917487,0.00025765138229086115,0.036432693383798655,1.1833152519465058e-05,9.29626068948473e-06,5.101795149007523e-09,0.0008968211152925612,0.0203644019442276,0.24910740539005383,0.0002647537695306301,0.44793315349251883,0.4000712524539374,0.37371625995242563,0.054124337275889445,0.8308858035620444,0.12771435148043234,0.7106935762978039,0.002177986223444262,0.486821707055509,0.34848142095945966,0.00013415777273765016,2.7576721429031105e-08,0.27583014995884586,0.0011069662897150506,0.8445111569848103,0.7634679626801445,0.13674328554546025,0.1445711212096216,0.0015049875247118076,9.786304144599341e-06,0.0025502121069709083,4.339043954442484e-09,0.0,0.00029177518803547096,0.7535921985640538,0.6568313996349553,3.166445127642078e-05,0.8790603338134997,0.8843459097490635,0.5488934405040925,5.0695765058048456e-05,1.696152040751006e-06,7.190484468081951e-08,0.48909518281064235,0.00014187932066378903,4.080784349725186e-07,0.00311212003042241,0.02346214761360122,0.0028657553100305076,3.3232234751771135e-07,0.1136121303623937,0.3261576719648519,9.025958426621591e-05,0.0025031005876823436,0.5158481812081023,0.3540286442856352,0.002469541405285784,0.002779148985071069,0.9666533956149143,0.0005116746737133287,0.008225993554173612,2.8452287692187382e-05,1.2040223134083607e-06,8.620301083358712e-08,0.5291171155829675,6.887005530002577e-08,0.0032528584782950377,0.025637558873454494,0.2910264418269379,0.00018636253415686889,0.08264321064494831,0.7754761827981838,0.006339653923754071
range asymmetry beta,3.694878320033821e-05,0.00017705346577947563,0.24302420070320888,0.0012142707466760406,0.016959372642748688,0.8691330264670014,0.09248199008838469,0.4748804623226469,0.41232311093007756,0.7589501909239,0.9480255419362515,0.12131019577928676,0.6889815319395363,0.13244876522394503,0.19481917230860196,0.37323001011992707,0.5692766824001265,0.8736125453653901,0.2230678379940232,0.007783236872417021,4.460534621087961e-05,0.024160967152613,0.3700290092044186,0.42205223439391826,0.0393465214530932,0.00020246545410340167,0.0005353642606657103,0.41698210982513206,8.323132462275308e-05,0.008344863690482065,0.1131086729651021,0.7089905608817617,0.6465548046551941,0.004620268672102071,0.009910199446433893,0.546124514746796,0.009593564383028963,0.03248142471507859,0.20084163516208753,0.18574825974654377,3.694878320033821e-05,0.00017705346577947563,0.25001014714798686,0.0012142707466760406,0.016959372642748688,0.6269564984812563,0.8209068542394159,0.5713734342091641,0.6017459078262997,0.4137426939476109,0.4966916036024175,0.056581712220073146,0.026461862576419984,0.3648069729385276,0.1646563817028116,0.00825153110099921,0.0020195424105626646,0.202413478566148,0.0008349506542604685,0.73336048291312,0.6503050673609322,0.5660289544722976,0.12029131017420674,0.010032689582161816,1.9849216225278035e-05,0.019281032975301773,0.0024819059706811474,0.00029177518803547096,0.0,0.13753970704259288,0.5798374431471702,0.006413533564376699,0.18248637183270702,0.20304088492343836,0.34203839595875685,0.05829683914194767,9.818569699300267e-06,0.00814181614484877,0.47376078721506965,0.056941157081270746,0.009412127307162614,0.363621400239475,0.5342901432255158,0.031607413091833826,0.006777568450734658,0.7985704754790459,0.8833806954792431,0.017990494718289354,0.03514209797985785,0.9894187752246386,0.3396012883708456,0.007039697260702925,0.5186746174411716,0.35519469673795934,0.993405171854238,0.014300230720431783,0.043347473500472675,7.27743903023186e-06,0.007705619945657296,0.4862875934203581,7.688474178019645e-05,0.0008858069139494839,0.19265595403364874,0.0014496887955048091,0.015456308417636604,0.7220566148954407,0.17866168045779232,0.037055752784040795
range asymmetry delta,0.04737852854275687,0.004259364505513522,0.12728397274757083,0.2481849847753808,0.06567687045743265,0.28483904456536185,0.03264819055166353,0.13875175975024728,0.5932926030666946,0.22862221699966828,0.7184816477814393,0.2622357833342125,0.850880900533842,0.33281819797666323,0.0024058408424667567,0.7319192980192286,0.21112911022851416,0.5325746597398237,0.8889644752667218,0.32058042864663205,0.2873033613275711,0.05521765482117991,0.44100899319816456,0.02445100299864507,0.9363867555918197,0.03189795838528644,0.023778844623555045,0.6142200503621666,0.0072999158627387855,0.5101506593818661,9.25824069327838e-05,0.14421615781954414,5.59595232660579e-05,0.2797738349538843,0.7138657750113966,0.020732605243573128,0.8155768692706328,0.0017880853211820669,0.7746848848941017,0.7722016852307897,0.04737852854275687,0.004259364505513522,0.12610618481654134,0.2481849847753808,0.06567687045743265,0.6193536704327409,0.5996717493404251,0.5522707973875459,0.6898050418045225,0.7526223859483472,0.5349560720987615,0.7505241805129146,0.03306492989170411,0.28941649019754123,0.6380921993371402,0.6717458426391483,0.027217286261557467,0.7413034981439649,0.27736545497388715,0.4958145246439726,0.7011279986611727,0.536640260381068,0.8479247671003535,0.28238890789287935,0.32628933791143544,0.0455630839438424,0.1558592861650226,0.7535921985640538,0.13753970704259288,0.0,0.5444637771649443,0.8471335550903527,1.7361737467188142e-14,0.5450651776974399,6.759397605307582e-05,0.5033976396769537,0.07988805631266716,0.36241007192948105,0.80017250563329,0.7969282384140624,0.3843621724901085,0.8566379340781534,0.49882022080002075,0.7893036188504114,0.40087856342408534,0.8167330573920443,0.8183854385454574,0.07127013926400952,0.2863110977236662,0.15290373577319186,0.001593232286915782,0.8339973743699496,0.9893763679796486,0.8428054300127166,0.1658676627222205,0.3100194828086971,0.4323615366136827,0.08306489636725124,0.350048936845999,0.8313423290644683,0.038660440743601844,0.0050910298683369245,0.11332948854856155,0.228239317818665,0.05521765482117991,0.7998027323031376,0.03716195181653608,0.6788230778959714
